ID,Title,Alt Title,Special Mode Title,Locations,Comments
815,Torn from the Heavens,0,0,Golden mount theme / Gilded Mikoshi / Resplendent Vessel of Ronka,Eorzean Symphony version of 36
816,Mourning,0,0,The Tower at Paradigm's Breach between boss ambient theme,From FFXIV x NieR crossover
817,Emil (Despair),0,0,"The Tower at Paradigm's Breach pre boss 1 ambient theme, The Tower at Paradigm's Breach boss 1 (Knave of Hearts)",From FFXIV x NieR crossover
818,0,0,0,0,0
819,The Sound of the End,0,0,The Tower at Paradigm's Breach boss 3 (Red Girl),From FFXIV x NieR crossover
820,The Sound of the End: 8bit,0,0,The Tower at Paradigm's Breach boss 3 (Red Girl) (phase 2),"From FFXIV x NieR crossover. ""chiptune"" / ""8 bit"" version"
821,Kainé (Final Fantasy Main Theme Version),0,0,The Tower at Paradigm's Breach final boss (phase 2),From FFXIV x NieR crossover
822,Weight of the World,0,0,Shadowbringers cutscenes (FFXIV x NieR crossover),"From FFXIV x NieR crossover, instrumental"
823,Voice of no Return,0,0,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
824,The Color of Depression,0,0,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
825,Widespread Illness,0,0,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
826,Possessed by Disease,0,0,The Tower At Paradigm's Breach boss 4 (False Idol),From FFXIV x NieR crossover
827,Faltering Prayer (Dawn Breeze),0,0,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
828,0,0,0,0,Empty BGM
829,Endwalker,0,0,Endwalker (Solo Instance),Heavy start
830,Flow,0,0,Endwalker cutscenes,0
831,Flow (instrumental),0,0,0,0
832,Each Drop,0,0,0,0
833,Answers (Piano Version),0,0,Endwalker cutscenes,0
834,The Last Stand,0,0,0,0
835,Heroes Forge Ahead,0,0,0,0
836,Dynamis,0,0,Endwalker cutscenes,Meteion's theme
837,Spoken without End,0,0,0,0
838,What Comes of Despair,0,0,Endwalker cutscenes,0
839,Shade's Delight,0,0,"Lemure Headquarters, Endwalker cutscenes",0
840,Home Beyond the Horizon,0,0,Garlemald radio,Muffled version
841,The Tale of the Star,0,0,0,0
842,Neath Dark Waters (Scions & Sinners),0,0,0,0
843,Imagination (Duality),0,0,0,From Piano Collections FINAL FANTASY XIV by Keiko
844,Answers,0,0,"Endwalker MSQ ""Thou Must Live, Die, and Know"" cutscene 2",0
845,The Ewer Brimmeth,0,0,Old Sharlayan (day),0
846,The Nautilus Knoweth,0,0,Old Sharlayan (night),0
847,The Day Will Come (Endwalker),0,0,Sharlayan Main Hall,0
848,Vibrant Voices,0,0,Radz-at-Han (day),0
849,Perfumed Eves,0,0,Radz-at-Han (night),0
850,Twilit Terraces,0,0,Radz-at-Han (day),0
851,The Labyrinth,0,0,Labyrinthos (day),0
852,Dreams of Man,0,0,Labyrinthos (night),0
853,Divine Words,0,0,Thavnair (day),0
854,Prayers Repeated,0,0,Thavnair (night),0
855,"White Snow, Black Steel",0,0,Garlemald (day),0
856,"Black Steel, Cold Embers",0,0,Garlemald (night),0
857,One Small Step,0,0,Mare Lamentorum (day),0
858,Sky Unsundered,0,0,Elpis (day),0
859,Stars Long Dead,0,0,Elpis (night),0
860,Echoes in the Distance,0,0,Ultima Thule MSQ stage 1,"Muffled, instrumental version"
861,Close in the Distance (Instrumental),0,0,Ultima Thule MSQ stage 2,0
862,Close in the Distance,0,0,Ultima Thule MSQ stage 3,0
863,Those We Can Yet Save,0,0,Endwalker sanctuaries,0
864,Welcome to Our Town! (Endwalker),0,0,Bestways Burrow,New version of the FFIV track
865,Unbowed,0,0,Labyrinthos combat,"All ""Unbowed"" are the same track"
866,Unbowed,0,0,Thavnair combat,"All ""Unbowed"" are the same track"
867,Unbowed,0,0,Garlemald combat,"All ""Unbowed"" are the same track"
868,Unbowed,0,0,Elpis combat,"All ""Unbowed"" are the same track"
869,Battle 1 from FINAL FANTASY IV,0,0,"Mare Lamentorum combat (The Carrotorium, Greatest Endsvale)",Directly from FFIV
870,Endcaller,0,0,The Dark Inside / The Minstrel's Ballad: Zodiark's Fall (Zodiark),0
871,Your Answer,0,0,The Mothercrystal / The Minstrel's Ballad: Hydaelyn's Call (Hydaelyn),0
872,The Final Day,0,0,The Final Day (phase 1) (Endsinger),0
873,With Hearts Aligned,0,0,The Final Day (phase 2) (Endsinger),"Heavy start like 829, no male vocals"
874,Tower of Zot (Endwalker),0,0,Tower of Zot,New version of the FFIV track
875,Garlemald Express,0,0,Tower of Babil,0
876,As the Sky Burns,0,0,Vanaspati,0
877,Miracle Works,0,0,Ktisis Hyperboreia,0
878,The Aetherial Sea,0,0,The Aitiascope,0
879,Of Countless Stars,0,0,The Dead Ends,0
880,Carrots of Happiness,0,0,Smileton,0
881,eScape (Journeys Version),0,0,The Stigma Dreamscape,0
882,On Blade's Edge,0,0,Endwalker mid-dungeon bosses,0
883,Finality,0,0,Endwalker dungeon final bosses,0
884,Where Dæmons Abide,0,0,The Gates of Pandæmonium,0
885,Ancient Shackles,0,0,"Asphodelos: The First Circle (Erichthonios), Asphodelos: The Second Circle (Hippokampos), Asphodelos: The Third Circle (Phoinix)",0
886,Hic Svnt Leones,0,0,Asphodelos: The Fourth Circle (Hesperos),0
887,Prelude - Tales,0,0,Endwalker title screen,0
888,???,0,0,Endwalker credits,38 minute medley of songs through ARR to EW
889,Endcaller,0,0,The Minstrel's Ballad: Zodiark's Fall mount / Lynx of Darkness,0
890,Your Answer,0,0,The Minstrel's Ballad: Hydaelyn's Call mount / Lynx of Light,0
891,Hic Svnt Leones,0,0,Asphodelos: The Fourth Circle (Hesperos) mount / Phoinix,0
892,Roads Less Traveled,0,0,Endwalker mounts,0
893,Tremble,0,0,0,0
894,Home Beyond the Horizon,0,0,Garlemald radio,0
895,Roads Less Traveled,0,0,0,Same as 892
896,Endwalker - Footfalls (Instrumental),0,0,0,"Short ver, only 1:27"
897,From Below,0,0,Labyrinthos (MSQ based),0
898,Answers,0,0,Endwalker cutscenes,"Band version, 238 without the opening"
899,Flow Together,0,0,Worthy of His Back (Solo Instance),Band version
900,Down the Up Staircase,0,0,Labyrinthos sanctuaries,No different than the standard version
901,Defender of the Realm,0,0,"Thaumazein, Labyrinthos",0
902,Endwalker (short),0,0,0,0
903,A Gentleman to Walk with Me,0,0,0,0
904,Somewhere in the World (Ambitions Writhe),0,0,Endwalker cutscenes (Void/Thirteenth),0
905,Ink Long Dry (Piano Collections),0,0,Restricted Archives,0
906,Hippo Ridin',0,0,Thavnair (Arkasodara),0
907,Revenge Twofold (Orchestral Version),0,0,Dragonsong's Reprise (Ultimate) phase 7 (Dragon-king Thordan),0
908,Warming Up,0,0,Crystalline Conflict,Before match starts
909,Festival of the Hunt (Endwalker),0,0,Crystalline Conflict,During match
910,Run! (Endwalker),0,0,Crystalline Conflict,Overtime
911,The Map Unfolds,0,0,Alzadaal's Legacy,0
912,One Among Wonders,0,0,The Omphalos,0
913,Pilgrimage,0,0,Aglaia,0
914,Radiance,0,0,Aglaia Boss 1 (Byregot) / Aglaia Boss 2 (Rhalgr) / Aglaia Boss 3 (Azeyma),0
915,In the Balance,0,0,Aglaia Final Boss (Nald'thal),0
916,0,0,0,0,0
917,The Final Day,0,0,Bluefeather Lynx / The Minstrel's Ballad: Endsinger's Aria mount,0
918,Thus Spoke Master PuPu,0,0,0,0
919,Weight of the World (Prelude Version),0,0,Pod mount,0
920,The Heavens' Ward,0,0,"Dragonsong's Reprise (Ultimate) phase 1 (Ser Charibert, Ser Adelphel, Ser Grinnaux)",0
921,Heroes,0,0,Dragonsong's Reprise (Ultimate) phase 2 (King Thordan),0
922,Freefall,0,0,"Dragonsong's Reprise (Ultimate) phase 3 (Niddhogg, Estinien form)",0
923,Contention,0,0,Dragonsong's Reprise (Ultimate) phase 4 (Eyes phase),0
924,Hallowed Halls,0,0,Dragonsong's Reprise (Ultimate) intro phase revisit,0
925,Heavensward,0,0,"Dragonsong's Reprise (Ultimate) phase 5 (King Thordan, alternate timeline)",0
926,Dragonsong,0,0,Dragonsong's Reprise (Ultimate) phase 6 (Nidhogg and Hraesvelgr),0
927,Primogenitor,0,0,Dragonsong's Reprise (Ultimate) phase 4 (Eyes phase) enrage scene,0
928,Sorrow and Loss (Endwalker),0,0,Zero's Domain,0
929,Cradle of Hope,0,0,Ultima Thule (Omicrons),0
930,Battle with the Four Fiends (Buried Memory),0,0,Storm's Crown / Storm's Crown (Extreme) (Barbariccia),0
931,A Quiet Moment,0,0,Island Sanctuary Hideaway,0
932,Island Paradise,0,0,Island Sanctuary Non-Hideaway,0
933,Troian Beauty (Endwalker),0,0,The Fell Court of Troia,0
934,FINAL FANTASY IV Battle 2 (Endwalker),0,0,"The Fell Court of Troia final boss (Scarmiglione), Lapis Manalis final boss (Cagnazzo)",0
935,To the Sun (Piano Collections),0,0,The Sil'dihn Subterrane,0
936,Desert Sun,0,0,Another Sil'dihn Subterrane / Another Sil'dihn Subterrane (Savage),0
937,Silent Scream,0,0,Abyssos: The Fifth Circle (Proto-Carbuncle),0
938,Scream,0,0,"Abyssos: The Sixth Circle (Hegemone), Abyssos: The Seventh Circle (Agdistis)",0
939,Embers,0,0,Abyssos: The Eighth Circle (Hephaistos) phase 1,0
940,White Stone Black,0,0,Abyssos: The Eighth Circle (Hephaistos) phase 2,0
941,Battle with the Four Fiends (Buried Memory),0,0,Lynx of Imperial Wind / Storm's Crown (Extreme) mount,0
942,White Stone Black,0,0,Sunforged / Abyssos: The Eighth Circle (Savage) (Hephaistos) mount,0
943,Island Paradise,0,0,Island Mandragora mount / Island Onion Prince mount / Island Eggplant Knight mount,0
944,To the Sun (Piano Collections),0,0,Silkie mount,0
945,Desert Sun,0,0,Sil'dihn Throne mount,0
946,Inexorable,0,0,0,0
947,Polygons of Inquiry,0,0,0,0
948,Dreamwalker,0,0,Loporrit Tribal Area,0
949,Forged in Crimson,0,0,Mount Ordeals (Rubicante) / Mount Ordeals (Extreme) (Rubicante),0
950,From The Heavens (Orchestral Version),0,0,The Omega Protocol (Ultimate) Phase 3 (Omega),0
951,Torn from the Heavens (Orchestral Version),0,0,The Omega Protocol (Ultimate) Phase 6 (Alpha Omega),0
952,Deep Blue,0,0,Lapis Manalis,0
953,Forbidden Land (Endwalker),0,0,Eureka Orthos,0
954,Equilibrium (Pulse),0,0,Eureka Orthos,0
955,Oblivion (Pulse),0,0,Eureka Orthos,0
956,A Long Fall (Pulse),0,0,Eureka Orthos,0
957,Neath Dark Waters (Pulse),0,0,Eureka Orthos,0
958,Favor,0,0,Euphrosyne,0
959,Rhythm of the Realm,0,0,"Euphrosyne Boss 1 (Nophica), Boss 2 (Althyk & Nymeia), Boss 3 (Halone)",0
960,Dedicated to Moonlight,0,0,Euphrosyne Boss final boss (Menphina),0
961,Forged in Crimson,0,0,Lynx of Righteous Fire / Mount Ordeals (Extreme) mount,0
962,Deltascape,0,0,The Omega Protocol (Ultimate) Phase 1 (Omega),0
963,Heartless,0,0,The Omega Protocol (Ultimate) Phase 2 (Omega M + Omega F),0
964,eScape,0,0,The Omega Protocol (Ultimate) Phase 5 (Omega M + Omega F),0
965,Another Moon,0,0,Endwalker Thirteenth's Moon theme,0
966,Voidcast Savior,0,0,The Voidcast Dais (Golbez),0
967,Battle 2 from FINAL FANTASY III,0,0,0,0
968,Subterranean Sanctuary,0,0,0,0
969,The Land Reborn,0,0,Kupo Kupo Adventure (the Rising 2023 minigame) level theme,0
970,Pom from the Heavens,0,0,Kupo Kupo Adventure (the Rising 2023 minigame) boss theme,0
971,Starsbreath,0,0,The Aetherfont,0
972,Crimson Sunset,0,0,Mount Rokkon,0
973,Storm of Blood,0,0,Mount Rokkon final boss (),0
974,Crimson Rise,0,0,Another Mount Rokkon,0
975,One Amongst the Weary,0,0,Anabaseios: The Ninth Circle / Anabaseios: The Ninth Circle: Savage (Kokytos) / Anabaseios: The Tenth Circle / Anabaseios: The Tenth Circle: Savage (Pandæmonium),0
976,Fleeting Moment,0,0,Anabaseios: The Eleventh Circle / Anabaseios: The Eleventh Circle: Savage (Themis),0
977,"Athena, the Tireless One",0,0,Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage (Athena),0
978,Ultima's Perfection (Endwalker),0,0,Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage Phase 2 (Athena),0
979,Voidcast Savior,0,0,Lynx of Fallen Shadow mount / The Voidcast Dais (Golbez) mount,0
980,"Athena, the Tireless One",0,0,Axolotl mount / Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage Phase 2 (Athena) mount,0
981,Crimson Sunset,0,0,Burabura Chochin / Mount Rokkon mount,0
982,Crimson Rise,0,0,Shishioji / Another Mount Rokkon mount,0
983,The Land Reborn,0,0,Kupo Kupo Adventure - Title Screen,0
984,Pom from the Heavens,0,0,Kupo Kupo Adventure - Gameplay,0
985,Dreams Aloft,0,0,Garlond GL-IS mount,0
986,A Gentleman to Walk with Me,0,0,Somehow Further Hildibrand Adventures ending,0
987,FINAL FANTASY IV: The Final Battle (Endwalker),0,0,The Abyssal Fracture (Zeromus) phase 1,0
988,The Red Wings (Endwalker),0,0,The Abyssal Fracture (Zeromus) phase 2,0
989,Kingdom of Baron (Endwalker),0,0,The Lunar Subterrane,0
990,"O Speaker, Slumber",0,0,0,0
991,"O Hunter, Rejoice",0,0,0,0
992,Fair Winds to Guide,0,0,Thaleia between bosses,0
993,Course Uncharted,0,0,"Thaleia Boss 1 (Thaliak), Boss 2 (Llymlaen), Boss 3 (Oschon)",0
994,Myths of the Realm,0,0,Thaleia final boss (Eulogia),0
995,FINAL FANTASY IV: The Final Battle (Endwalker),0,0,Lynx of Abyssal Grief mount / The Abyssal Fracture (Zeromus) mount,0
996,"O Speaker, Slumber",0,0,0,0
997,"O Hunter, Rejoice",0,0,0,0
998,Prelude - Tales,0,0,Apocryphal Bahamut / all Lynx mount,0
999,Endwalker - Footfalls/Vibrant Voices/Troian Beauty (Endwalker)/Forged in Crimson/Another Moon/???/The Ewer Brimmeth,0,0,Patch 6.56 credits,
1000,0,0,0,0,
20000,0,0,0,0,
20001,Tonitrua ex Machina,0,0,FFXVI Crossover,
20002,Idylls of the Empire,0,0,FFXVI Crossover,
20003,Forevermore - The Grand Duchy of Rosaria,0,0,FFXVI Crossover,
20004,Before the Storm - Caer Norvent,0,0,FFXVI Crossover,
20005,The State of the Realm,0,0,FFXVI Crossover,
20006,Who I Really Am,0,0,FFXVI Crossover,
20007,Away (Refrain),0,0,FFXVI Crossover,
20008,To Sail Forbidden Seas,0,0,FFXVI Crossover,
20009,Find the Flame,0,0,FFXVI Crossover,
20010,Land of Eikons,0,0,FFXVI Crossover,
20011,Find the Flame,0,0,Torgal / FFXVI Crossover Mount,
20012,Everybody Falls (Fall Guys Theme),0,0,0,
20013,Sir Falls-A-Lot (William Fell),0,0,0,
20014,Fall 'N' Roll,0,0,0,
20015,Clumsy Shuffle,0,0,0,
20016,Fall for the Queen Bean,0,0,0,
20017,Final Fall,0,0,0,
20018,???,0,0,Commonly called 'Loading',
20019,???,0,0,Commonly called 'Round Introduction',
20020,Didn't Fall! (You Win),0,0,0,
20021,Everybody Falls (Fall Guys Theme),0,0,0,
20022,0,0,0,0,
20023,Dawntrail,0,0,0,
20024,Dawntrail,0,0,Instrumental,
20025,Smile,0,0,0,
20026,???,0,0,0,
20027,???,0,0,0,
20028,???,0,0,0,
20029,???,0,0,0,
20030,???,0,0,0,
20031,???,0,0,0,
20032,???,0,0,0,
20033,???,0,0,0,
20034,???,0,0,0,
20035,???,0,0,0,
20036,???,0,0,0,
20037,???,0,0,0,
20038,???,0,0,0,
20039,???,0,0,0,
20040,???,0,0,0,
20041,Swords of Fury (FFIX),0,0,Living Memory cutscenes,
20042,???,0,0,0,
20043,Something to Protect (FFIX),0,0,Living Memory cutscenes,
20044,???,0,0,0,
20045,Morrow's Might,0,0,Tuliyollal Day,
20046,???,0,0,Tuliyollal Night,
20047,Starless Skyline,0,0,Solution Nine Day and Night,
20048,Windswept Echoes,0,0,Urqopacha Day,
20049,???,0,0,Urqopacha Night,
20050,Of Glittering Wings,0,0,Kozama'uka Day,
20051,???,0,0,Kozama'uka Night,
20052,Emerald under Sapphire,0,0,Yak T'el Day,
20053,???,0,0,Yak T'el Night,
20054,Ceruleum Smoke at High Noon,0,0,Shaaloani Day,
20055,???,0,0,Shaaloani Night,
20056,Flash in the Dark,0,0,Heritage Found Day,
20057,???,0,0,Heritage Found Night,
20058,Bygone Serenity,0,0,Living Memory (during MSQ),
20059,Bygone Serenity,0,0,"Living Memory (post-MSQ, faded/distant version)",
20060,???,0,0,Earthen Sky Hideout,
20061,???,0,0,The Backroom,
20062,Pastoral Pleasures,0,0,Kozama'uka & Urqopacha sanctuaries,
20063,Life Bound by Honor,0,0,Yok Tural sanctuaries,
20064,Desertwalkers,0,0,Xak Tural sanctuaries (excl Heritage Found 1st aetheryte),
20065,Blade's Exaltation,0,0,Urqopacha battle,
20066,Blade's Exaltation,0,0,Kozama'uka battle,
20067,Blade's Exaltation,0,0,Yak T'el battle,
20068,Blade's Exaltation,0,0,Shaaloani battle,
20069,Blade's Exaltation,0,0,Heritage Found battle,
20070,???,0,0,0,
20071,???,0,0,0,
20072,The Skyruin,0,0,Worqor Lar Dor / Worqor Lar Dor Extreme (Valigarmanda),
20073,Seeking Purpose,0,0,Everkeep / Everkeep Extreme (Zoraal Ja),
20074,???,0,0,The Interphos (Queen Eternal) phase 1,
20075,???,0,0,The Interphos (Queen Eternal) phase 2,
20076,Punutiy Crossing,0,0,Ihuykatumu,
20077,Empyrean Peak,0,0,Worqor Zormor,
20078,Lost in the Deep,0,0,The Skydeep Cenote,
20079,In Fulgur and Fire,0,0,Vanguard,
20080,Anatomy of Existence,0,0,Origenics,
20081,A Trail Unending,0,0,Alexandria,
20082,Blessings on the Bluffs,0,0,Tender Valley,
20083,Court Jesters (Dawntrail),0,0,The Strayborough Deadwalk,
20084,Roads Forsaken,0,0,Dawntrail dungeon bosses,
20085,Pathmaker,0,0,Dawntrail final dungeon boss,
20086,???,0,0,0,
20087,???,0,0,End Credits,
20088,???,0,0,0,
20089,It's Showtime!,0,0,0,
20090,Bee My Honey,0,0,0,
20091,Burning Souls,0,0,0,
20092,Give It All,0,0,0,
20093,A Risky Bet,0,0,0,
20094,???,0,0,0,
20095,The Skyruin,0,0,Wings of Ruin mount / Worqor Lar Dor Extreme (Valigarmanda) mount,
20096,Seeking Purpose,0,0,Wings of Resolve mount / Everkeep Extreme (Zoraal Ja) mount,
20097,Battle 1 from FINAL FANTASY IX,0,0,Ark Mount,
20098,Give It All,0,0,0,
20099,0,0,0,0,
20100,???,0,0,0,
20101,???,0,0,"Mascot March, Mascot Mayhem, and Mascot Murder FATEs / Mica the Magical Mu",
20102,???,0,0,0,
20103,???,0,0,0,
20104,0,0,0,0,
20105,0,0,0,0,
20106,0,0,0,0,
20107,0,0,0,0,
20108,0,0,0,0,
20109,0,0,0,0,
20110,0,0,0,0,
20111,0,0,0,0,
20112,0,0,0,0,
20113,0,0,0,0,
20114,0,0,0,0,
20115,0,0,0,0,
20116,0,0,0,0,
20117,0,0,0,0,
20118,0,0,0,0,
20119,0,0,0,0,
20120,0,0,0,0,
20121,0,0,0,0,
20122,0,0,0,0,
20123,0,0,0,0,
20124,0,0,0,0,
20125,0,0,0,0,
20126,0,0,0,0,
20127,0,0,0,0,
20128,0,0,0,0,
20129,0,0,0,0,
20130,0,0,0,0,
20131,0,0,0,0,
20132,0,0,0,0,
20133,0,0,0,0,
20134,0,0,0,0,
20135,0,0,0,0,
20136,0,0,0,0,
20137,0,0,0,0,
20138,0,0,0,0,
20139,0,0,0,0,
20140,0,0,0,0,
20141,0,0,0,0,
20142,0,0,0,0,
20143,0,0,0,0,
20144,0,0,0,0,
20145,0,0,0,0,
20146,0,0,0,0,
20147,0,0,0,0,
