ID,Title,Alt Title,Special Mode Title,Locations,Comments
748,貪欲 (The Primals),,,Shadowbringers mid-dungeon bosses,0
749,底に潜みし者〜黒風海底 アニドラス・アナムネーシス〜,,,Anamnesis Anyder,0
750,雷轟電撃　〜希望の園エデン：共鳴編〜,,,Eden's Verse: Fulmination (Ramuh),0
751,原始の堕天使　〜希望の園エデン：共鳴編〜,,,"Eden's Verse: Furor (Garuda & Ifrit, Raktapaksa)",0
752,忘却の此方　〜希望の園エデン：共鳴編〜,,,Eden's Verse: Refulgence (Shiva) phase 1,0
753,究極幻想 (The Primals),,,The Cinder Drift (Extreme) mount / Ruby Gwiber,0
754,雷轟電撃　〜希望の園エデン：共鳴編〜,,,Eden's Verse: Fulmination (Savage) (Ramuh) mount / Ramuh,0
755,白銀の凶鳥、飛翔せり (Orchestral Version),,,The Cinder Drift (2nd Phase) / The Unending Coil of Bahamut Phase 2 (Nael Deus Darnus),This version has far more prominent vocals
756,地平線の彼方,,,Ocean Fishing,0
757,聖なる助言者,,,Ocean Fishing,0
758,汗を流して,,,Ocean Fishing,0
759,分割された光　〜希望の園エデン：共鳴編〜,,,Eden's Verse: Refulgence (Shiva) add phase,0
760,悠久の風　〜漆黒〜,,,0,0
761,Shadowbringers,,,"Shadowbringers cutscenes (Hope's Confluence, cutscene 5)",Short portion of Shadowbringers
762,Tomorrow and Tomorrow,,,Shadowbringers cutscenes,Full song
763,新時代の暁,,,Shadowbringers cutscenes,0
764,ひとりじゃない,,,Shadowbringers cutscenes,0
765,常夏の島,,,Eastern La Noscea Moonfire Faire,0
766,ワッツハンマー・ガレージ,,,Lakeland (Friendly Dwarf area),0
767,愛を求める者たち,,,Terncliff,0
768,To The Edge,,,"The Seat of Sacrifice phase 1, The Seat of Sacrifice (Extreme) (Warrior of Light)",0
769,暗がりに響く音,,,The Seat of Sacrifice (Warrior of Light),Active time maneuver mid-normal mode
770,,,,0,0
771,To The Edge,,,The Seat of Sacrifice (Warrior of Light),0
772,ボズヤの微風,,ボズヤの血風,The Bozjan Southern Front,0
773,動乱 帝国バージョン (Zodiac Age Version),,,The Bozjan Southern Front (certain critical engagements),0
774,潜入 (Zodiac Age Version),,,"The Bozjan Southern Front (Castrum Lacus Litore between 1st boss and 2nd boss, Hostage phase)",0
775,召喚獣戦 (Zodiac Age Version),,,The Bozjan Southern Front (Castrum Lacus Litore boss theme),0
776,死闘 (Zodiac Age Version),,,The Bozjan Southern Front (Castrum Lacus Litore final boss (Dawon & Lyon)),0
777,すべての道が至る場所 〜漆黒決戦 ノルヴラント〜,,,The Heroes Gauntlet,0
778,To The Edge,,,The Seat of Sacrifice (Extreme) mount / Gwiber of Light,0
779,動乱 帝国バージョン (Zodiac Age Version),,,The Bozjan Southern Front lockbox mount / Gabriel α,0
780,割レタ心,,,YoRHa: Dark Apocalypse cutscenes,From FFXIV x NieR crossover
781,遺サレタ場所／遮光 (Instrumental),,,YoRHa: Dark Apocalypse cutscenes,From FFXIV x NieR crossover
782,遊園施設,,,"Temporarily plays in Komra during the YoRHa: Dark Apocalypse questline, after unlocking The Puppet's Bunker",From FFXIV x NieR crossover
783,偽リノ城塞,,,The Puppet's Bunker,From FFXIV x NieR crossover
784,オバアチャン／破壊,,,"The Puppet's Bunker boss 1 (813P-operated Aegis Unit), The Puppet's Bunker final boss (The Compound) phase 1",From FFXIV x NieR crossover
785,異形ノ末路,,,The Puppet's Bunker boss 3 (905P-operated Heavy Artillery Unit),From FFXIV x NieR crossover
786,天より降りし力〜全テヲ破壊スル黒キ巨人,,,The Puppet's Bunker final boss (Compound 2P) phase 2,From FFXIV x NieR crossover
787,騒乱 (Zodiac Age Version),,,The Bozjan Southern Front,0
788,蒼き日常　〜蒼天街復興〜,,,The Firmament mount / Pteradon,0
789,Heavensward,,,City of Giants (Solo Instance),0
790,月下美人　〜蛮神ツクヨミ前哨戦〜,,,City of Giants (Solo Instance),0
791,祝いの調べ　〜蒼天街復興〜,,祝いの調べ：熱演 ～蒼天街復興～,The Firmament,0
792,漆黒の王狼、再び　〜エメラルドウェポン破壊作戦〜,,,Castrum Marinum (Emerald Weapon) phase 2,0
793,ゴゴのテーマ,,,The Masked Carnivale (31 act 1),0
794,ソーヘン地下宮殿 (Zodiac Age Version),,,Delubrum Reginae,0
795,言葉無き戦い (Zodiac Age Version),,,Delubrum Reginae combat theme,0
796,復活の女王　〜グンヒルド・ディルーブラム〜,,,Delubrum Reginae final boss (The Queen),0
797,Shuffle or Boogie　〜漆黒〜,,,Triple Triad tournaments,0
798,焼き立てポークシー　〜魔術工房 マトーヤのアトリエ〜,,,Matoya's Relict,0
799,Don’t be Afraid　〜漆黒〜,,,"Eden's Promise: Umbra (Cloud of Darkness), Eden's Promise: Litany (Shadowkeeper)",0
800,The Legendary Beast　〜漆黒〜,,,Eden's Promise: Anamorphosis (Fatebreaker),0
801,消せない約束　〜希望の園エデン：再生編〜,,,Eden's Promise: Eternity (Eden's Promise),0
802,The Extreme　〜漆黒〜,,,Eden's Promise: Eternity (Savage) (Oracle of Darkness),0
803,漆黒の王狼、再び　〜エメラルドウェポン破壊作戦〜,,,Castrum Marinum (Extreme) (Emerald Weapon) / Emerald Gwiber,0
804,消せない約束　〜希望の園エデン：再生編〜,,,Eden's Promise: Eternity (Savage) mount / Eden,0
805,魔導船　〜漆黒〜,,,Fanfest 2021 mount / Lunar Whale,XIV version of Magical Ship from FFIV
806,美しき思い出　〜希望の園エデン：再生編〜,,,Eden's Promise: Eternity phase 2,0
807,孤児たちの戦い　〜ダイヤウェポン捕獲作戦〜,,,"The Cloud Deck, The Cloud Deck (Extreme) (Diamond Weapon)",0
808,怒れる悪魔　〜旗艦ダル・リアータ攻略戦〜,,,Dalriada final boss (The Diablo Armament),0
809,蒼天街復興祝祭,,,Ishgard Fetes,0
810,炎の七部族　〜黄金平原 パガルザン〜,,,Paglth'an,0
811,孤児たちの戦い　〜ダイヤウェポン捕獲作戦〜,,,The Cloud Deck (Extreme) (Diamond Weapon) mount / Diamond Gwiber,0
812,指数崩壊　〜機工城アレキサンダー：天動編〜,,,Cruise Chaser mount,0
813,四重の見聞を経て,,,All Gwiber mount / Landerwaffe,0
814,Shuffle or Boogie　〜漆黒〜,,,Triple Triad card 1-312 collection mount / Magicked Card,0
815,天より降りし力,,,Golden mount theme / Gilded Mikoshi / Resplendent Vessel of Ronka,Eorzean Symphony version of 36
816,追悼,,,The Tower at Paradigm's Breach between boss ambient theme,From FFXIV x NieR crossover
817,エミール／絶望,,,"The Tower at Paradigm's Breach pre boss 1 ambient theme, The Tower at Paradigm's Breach boss 1 (Knave of Hearts)",From FFXIV x NieR crossover
818,,,,0,0
819,終ワリノ音,,,The Tower at Paradigm's Breach boss 3 (Red Girl),From FFXIV x NieR crossover
820,終ワリノ音：丁,,,The Tower at Paradigm's Breach boss 3 (Red Girl) (phase 2),"From FFXIV x NieR crossover. ""chiptune"" / ""8 bit"" version"
821,カイネ,,,The Tower at Paradigm's Breach final boss (phase 2),From FFXIV x NieR crossover
822,Weight of the World,,,Shadowbringers cutscenes (FFXIV x NieR crossover),"From FFXIV x NieR crossover, instrumental"
823,還ラナイ声,,,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
824,沈痛ノ色,,,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
825,茫洋タル病,,,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
826,取リ憑イタ業病,,,The Tower At Paradigm's Breach boss 4 (False Idol),From FFXIV x NieR crossover
827,澱ンダ祈リ／暁風,,,Shadowbringers cutscenes (FFXIV x NieR crossover),From FFXIV x NieR crossover
828,,,,0,Empty BGM
829,Endwalker,,,Endwalker (Solo Instance),Heavy start
830,Flow,,,Endwalker cutscenes,0
831,Flow (instrumental),,,0,0
832,小さな命,,,0,0
833,Answers - Piano,,,Endwalker cutscenes,0
834,ラストスタンド,,,0,0
835,英雄に続け,,,0,0
836,デュナミスの欠片,,,Endwalker cutscenes,Meteion's theme
837,語り継がれる言葉,,,0,0
838,絶望の果て,,,Endwalker cutscenes,0
839,微笑む幽霊,,,"Lemure Headquarters, Endwalker cutscenes",0
840,帰らん、地平の彼方へ,,,Garlemald radio,Muffled version
841,星と命を巡る物語,,,0,0
842,冥き水底 (Scions & Sinners)　〜テンペスト：深部〜,,,0,0
843,イマジネーション (Duality)　〜蒼天聖戦 魔科学研究所〜,,,0,From Piano Collections FINAL FANTASY XIV by Keiko
844,Answers,,,"Endwalker MSQ ""Thou Must Live, Die, and Know"" cutscene 2",0
845,知恵の水瓶　〜オールド・シャーレアン：昼〜,,,Old Sharlayan (day),0
846,知恵の巻貝　〜オールド・シャーレアン：夜〜,,,Old Sharlayan (night),0
847,いつの日かきっと　〜暁月〜,,,Sharlayan Main Hall,0
848,多彩なる都　〜ラザハン：昼〜,,,Radz-at-Han (day),0
849,薫香の都　〜ラザハン：夜〜,,,Radz-at-Han (night),0
850,落日の都　〜ラザハン〜,,,Radz-at-Han (day),0
851,迷宮　〜ラヴィリンソス：昼〜,,,Labyrinthos (day),0
852,迷夢　〜ラヴィリンソス：夜〜,,,Labyrinthos (night),0
853,神々の訓え　〜サベネア島：昼〜,,,Thavnair (day),0
854,人々の祈り　〜サベネア島：夜〜,,,Thavnair (night),0
855,白雪と黒鉄　〜ガレマルド：昼〜,,,Garlemald (day),0
856,黒闇と黒鉄　〜ガレマルド：夜〜,,,Garlemald (night),0
857,小さな一歩　〜嘆きの海〜,,,Mare Lamentorum (day),0
858,古の空,,,Elpis (day),0
859,古の星空,,,Elpis (night),0
860,Echoes in the Distance,,,Ultima Thule MSQ stage 1,"Muffled, instrumental version"
861,Close in the Distance (Instrumental),,,Ultima Thule MSQ stage 2,0
862,Close in the Distance,,,Ultima Thule MSQ stage 3,0
863,護るべき営み,,,Endwalker sanctuaries,0
864,街のテーマ　〜暁月〜,,,Bestways Burrow,New version of the FFIV track
865,抗戦,,,Labyrinthos combat,"All ""Unbowed"" are the same track"
866,抗戦,,,Thavnair combat,"All ""Unbowed"" are the same track"
867,抗戦,,,Garlemald combat,"All ""Unbowed"" are the same track"
868,抗戦,,,Elpis combat,"All ""Unbowed"" are the same track"
869,バトル1 from FINAL FANTASY IV,,,"Mare Lamentorum combat (The Carrotorium, Greatest Endsvale)",Directly from FFIV
870,ENDCALLER,,,The Dark Inside / The Minstrel's Ballad: Zodiark's Fall (Zodiark),0
871,Your Answer,,,The Mothercrystal / The Minstrel's Ballad: Hydaelyn's Call (Hydaelyn),0
872,終焉の戦い,,,The Final Day (phase 1) (Endsinger),0
873,想いが動かす力,,,The Final Day (phase 2) (Endsinger),"Heavy start like 829, no male vocals"
874,ゾットの塔　〜暁月〜,,,Tower of Zot,New version of the FFIV track
875,ガレマルド急行　〜魔導神門 バブイルの塔〜,,,Tower of Babil,0
876,空が燃える日　〜終末樹海 ヴァナスパティ〜,,,Vanaspati,0
877,創造の奇跡,,,Ktisis Hyperboreia,0
878,星の海,,,The Aitiascope,0
879,先ゆく星々,,,The Dead Ends,0
880,ハピネスキャロット　〜楽園都市 スマイルトン〜,,,Smileton,0
881,エスケープ (Journeys)　〜次元の狭間オメガ：アルファ編〜,,,The Stigma Dreamscape,0
882,震える刃,,,Endwalker mid-dungeon bosses,0
883,終の戦,,,Endwalker dungeon final bosses,0
884,魔のすべて,,,The Gates of Pandæmonium,0
885,縛めの鎖　〜万魔殿パンデモニウム：辺獄編〜,,,"Asphodelos: The First Circle (Erichthonios), Asphodelos: The Second Circle (Hippokampos), Asphodelos: The Third Circle (Phoinix)",0
886,此処に獅子あり　〜万魔殿パンデモニウム：辺獄編〜,,,Asphodelos: The Fourth Circle (Hesperos),0
887,暁月のプレリュード,,,Endwalker title screen,0
888,???,,,Endwalker credits,38 minute medley of songs through ARR to EW
889,ENDCALLER,,,The Minstrel's Ballad: Zodiark's Fall mount / Lynx of Darkness,0
890,Your Answer,,,The Minstrel's Ballad: Hydaelyn's Call mount / Lynx of Light,0
891,此処に獅子あり　〜万魔殿パンデモニウム：辺獄編〜,,,Asphodelos: The Fourth Circle (Hesperos) mount / Phoinix,0
892,旅を駆け抜けて,,,Endwalker mounts,0
893,恐怖の波動,,,0,0
894,帰らん、地平の彼方へ,,,Garlemald radio,0
895,旅を駆け抜けて,,,暁月汎用マウントBGM,Same as 892
896,Endwalker - Footfalls (Instrumental),,,0,"Short ver, only 1:27"
897,地より昇りし力,,,Labyrinthos (MSQ based),0
898,Answers,,,Endwalker cutscenes,"Band version, 238 without the opening"
899,Flow Together,,,Worthy of His Back (Solo Instance),Band version
900,上り階段をくだれ　〜星海観測 逆さの塔〜,,,Labyrinthos sanctuaries,No different than the standard version
901,エオルゼアの守護者,,,"Thaumazein, Labyrinthos",0
902,Endwalker (short),,,0,0
903,ときめき紳士エスコート,,,0,0
904,一方その頃,,,Endwalker cutscenes (Void/Thirteenth),0
905,万世の言葉　〜禁書回収 グブラ幻想図書館〜 (Piano Collections),,,Restricted Archives,0
906,ヒッポライダーズ,,,Thavnair (Arkasodara),0
907,逆襲の咆哮 (Orchestral Version),,,Dragonsong's Reprise (Ultimate) phase 7 (Dragon-king Thordan),0
908,ウォーミングアップ　〜クリスタルコンフリクト〜,,,Crystalline Conflict,Before match starts
909,ハンターチャンス　〜暁月〜,,,Crystalline Conflict,During match
910,走れ！　〜暁月〜,,,Crystalline Conflict,Overtime
911,地図を広げて　〜近東秘宝 アルザダール海底遺跡群〜,,,Alzadaal's Legacy,0
912,始まりの幻域,,,The Omphalos,0
913,巡礼者の道　〜輝ける神域 アグライア〜,,,Aglaia,0
914,威光　〜輝ける神域 アグライア〜,,,Aglaia Boss 1 (Byregot) / Aglaia Boss 2 (Rhalgr) / Aglaia Boss 3 (Azeyma),0
915,命の天秤　〜輝ける神域 アグライア〜,,,Aglaia Final Boss (Nald'thal),0
916,,,,0,0
917,終焉の戦い,,,Bluefeather Lynx / The Minstrel's Ballad: Endsinger's Aria mount,0
918,???,,,0,0
919,Weight of the World／Prelude Version,,,Pod mount,0
920,蒼天騎士団,,,"Dragonsong's Reprise (Ultimate) phase 1 (Ser Charibert, Ser Adelphel, Ser Grinnaux)",0
921,英傑　〜ナイツ・オブ・ラウンド討滅戦〜,,,Dragonsong's Reprise (Ultimate) phase 2 (King Thordan),0
922,邪竜の急襲　〜ニーズヘッグ征竜戦〜,,,"Dragonsong's Reprise (Ultimate) phase 3 (Niddhogg, Estinien form)",0
923,闘争,,,Dragonsong's Reprise (Ultimate) phase 4 (Eyes phase),0
924,聖座　〜強硬突入 イシュガルド教皇庁〜,,,Dragonsong's Reprise (Ultimate) intro phase revisit,0
925,Heavensward,,,"Dragonsong's Reprise (Ultimate) phase 5 (King Thordan, alternate timeline)",0
926,Dragonsong,,,Dragonsong's Reprise (Ultimate) phase 6 (Nidhogg and Hraesvelgr),0
927,始祖たる幻龍,,,Dragonsong's Reprise (Ultimate) phase 4 (Eyes phase) enrage scene,0
928,???,,,Zero's Domain,0
929,揺籃の輝星,,,Ultima Thule (Omicrons),0
930,ゴルベーザ四天王とのバトル　〜禁断の記憶〜,,,Storm's Crown / Storm's Crown (Extreme) (Barbariccia),0
931,冒険者の休息　〜無人島開拓〜,,,Island Sanctuary Hideaway,0
932,豊かなる島　〜無人島開拓〜,,,Island Sanctuary Non-Hideaway,0
933,トロイア国　〜暁月〜,,,The Fell Court of Troia,0
934,バトル2 (FINAL FANTASY IV)〜暁月〜,,,"The Fell Court of Troia final boss (Scarmiglione), Lapis Manalis final boss (Cagnazzo)",0
935,灼熱の地へ (Piano Collections),,,The Sil'dihn Subterrane,0
936,ザナラーンの熱砂　〜異聞シラディハ水道〜,,,Another Sil'dihn Subterrane / Another Sil'dihn Subterrane (Savage),0
937,Silent Scream　〜万魔殿パンデモニウム：煉獄編〜,,,Abyssos: The Fifth Circle (Proto-Carbuncle),0
938,Scream　〜万魔殿パンデモニウム:煉獄編〜,,,"Abyssos: The Sixth Circle (Hegemone), Abyssos: The Seventh Circle (Agdistis)",0
939,Embers　〜万魔殿パンデモニウム：煉獄編〜,,,Abyssos: The Eighth Circle (Hephaistos) phase 1,0
940,White Stone Black　〜万魔殿パンデモニウム：煉獄編〜,,,Abyssos: The Eighth Circle (Hephaistos) phase 2,0
941,ゴルベーザ四天王とのバトル　〜禁断の記憶〜,,,Lynx of Imperial Wind / Storm's Crown (Extreme) mount,0
942,White Stone Black　〜万魔殿パンデモニウム：煉獄編〜,,,Sunforged / Abyssos: The Eighth Circle (Savage) (Hephaistos) mount,0
943,豊かなる島　〜無人島開拓〜,,,Island Mandragora mount / Island Onion Prince mount / Island Eggplant Knight mount,0
944,灼熱の地へ (Piano Collections),,,Silkie mount,0
945,ザナラーンの熱砂　〜異聞シラディハ水道〜,,,Sil'dihn Throne mount,0
946,???,,,0,0
947,???,,,0,0
948,Dreamwalker,,,Loporrit Tribal Area,0
949,Forged in Crimson　〜紅蓮の求道者〜,,,Mount Ordeals (Rubicante) / Mount Ordeals (Extreme) (Rubicante),0
950,空より現れし者　〜次元の狭間オメガ：アルファ編〜 (Orchestral Version),,,The Omega Protocol (Ultimate) Phase 3 (Omega),0
951,天より降りし力 (Orchestral Version),,,The Omega Protocol (Ultimate) Phase 6 (Alpha Omega),0
952,青が灯る洞　〜雪山冥洞 ラピス・マナリス〜,,,Lapis Manalis,0
953,禁断の地 エウレカ　〜暁月〜,,,Eureka Orthos,0
954,女神　〜女神ソフィア討滅戦〜 (Pulse),,,Eureka Orthos,0
955,忘却の彼方　〜蛮神シヴァ討滅戦〜 (Pulse),,,Eureka Orthos,0
956,ロングフォール　〜異界遺構 シルクス・ツイニング〜 (Pulse),,,Eureka Orthos,0
957,冥き水底　〜テンペスト：深部〜 (Pulse),,,Eureka Orthos,0
958,神々の寵愛　〜喜びの神域 エウプロシュネ〜,,,Euphrosyne,0
959,躍動する大地　〜喜びの神域 エウプロシュネ〜,,,"Euphrosyne Boss 1 (Nophica), Boss 2 (Althyk & Nymeia), Boss 3 (Halone)",0
960,月満ちる夜 ～喜びの神域 エウプロシュネ〜,,,Euphrosyne Boss final boss (Menphina),0
961,Forged in Crimson 〜紅蓮の求道者〜,,,Lynx of Righteous Fire / Mount Ordeals (Extreme) mount,0
962,デルタスケープ ～次元の狭間オメガ：デルタ編〜,,,The Omega Protocol (Ultimate) Phase 1 (Omega),0
963,心を持たぬ者 ～次元の狭間オメガ：アルファ編〜,,,The Omega Protocol (Ultimate) Phase 2 (Omega M + Omega F),0
964,エスケープ ～次元の狭間オメガ：アルファ編〜,,,The Omega Protocol (Ultimate) Phase 5 (Omega M + Omega F),0
965,もう一つの月 ～暁月〜,,,Endwalker Thirteenth's Moon theme,0
966,ヴォイドの救済者,,,The Voidcast Dais (Golbez),0
967,バトル2 from FINAL FANTASY III,,,0,0
968,涼やかなる洞窟 ～無人島開拓～,,,0,0
969,新生の鼓動,,,Kupo Kupo Adventure (the Rising 2023 minigame) level theme,0
970,天より降りしポンポン,,,Kupo Kupo Adventure (the Rising 2023 minigame) boss theme,0
971,星のため息 ～星霊間欠 ハーム島～,,,The Aetherfont,0
972,紅の夜更け 〜クガネ：夜〜,,,Mount Rokkon,0
973,Storm of Blood,,,Mount Rokkon final boss (),0
974,紅のリッジライン ～異聞六根山～,,,Another Mount Rokkon,0
975,One Amongst the Weary ～万魔殿パンデモニウム：天獄編～,,,Anabaseios: The Ninth Circle / Anabaseios: The Ninth Circle: Savage (Kokytos) / Anabaseios: The Tenth Circle / Anabaseios: The Tenth Circle: Savage (Pandæmonium),0
976,Fleeting Moment ～万魔殿パンデモニウム：天獄編～,,,Anabaseios: The Eleventh Circle / Anabaseios: The Eleventh Circle: Savage (Themis),0
977,"Athena, the Tireless One ～万魔殿パンデモニウム：天獄編～",,,Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage (Athena),0
978,Ultema The Perfect Body! ～暁月～,,,Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage Phase 2 (Athena),0
979,ヴォイドの救済者,,,Lynx of Fallen Shadow mount / The Voidcast Dais (Golbez) mount,0
980,"Athena, the Tireless One ～万魔殿パンデモニウム：天獄編～",,,Axolotl mount / Anabaseios: The Twelfth Circle / Anabaseios: The Twelfth Circle: Savage Phase 2 (Athena) mount,0
981,紅の夜更け 〜クガネ：夜〜,,,Burabura Chochin / Mount Rokkon mount,0
982,紅のリッジライン ～異聞六根山～,,,Shishioji / Another Mount Rokkon mount,0
983,,,,Kupo Kupo Adventure - Title Screen,0
984,,,,Kupo Kupo Adventure - Gameplay,0
985,夢見るは遙かなる空,,,Garlond GL-IS mount,0
986,ときめき紳士エスコート,,,Somehow Further Hildibrand Adventures ending,0
987,最後の闘い（FINAL FANTASY IV）～暁月～,,,The Abyssal Fracture (Zeromus) phase 1,0
988,赤い翼 ～暁月～,,,The Abyssal Fracture (Zeromus) phase 2,0
989,バロン王国 ～暁月～,,,The Lunar Subterrane,0
990,神子の微睡み ～アロアロ島～,,,0,0
991,神子の狩猟祭 ～異聞アロアロ島～,,,0,0
992,願いは追い風となりて ～華めく神域 タレイア～,,,Thaleia between bosses,0
993,熱情の奔流 ～華めく神域 タレイア～,,,"Thaleia Boss 1 (Thaliak), Boss 2 (Llymlaen), Boss 3 (Oschon)",0
994,Myths of the Realm ～華めく神域 タレイア～,,,Thaleia final boss (Eulogia),0
995,最後の闘い（FINAL FANTASY IV）～暁月～,,,Lynx of Abyssal Grief mount / The Abyssal Fracture (Zeromus) mount,0
996,神子の微睡み ～アロアロ島～,,,0,0
997,神子の狩猟祭 ～異聞アロアロ島～,,,0,0
998,暁月のプレリュード,,,Apocryphal Bahamut / all Lynx mount,0
999,Endwalker - Footfalls/Vibrant Voices/Troian Beauty (Endwalker)/Forged in Crimson/Another Moon/???/The Ewer Brimmeth,,,Patch 6.56 credits,
1000,0,,,0,
20000,0,,,0,
20001,Tonitrua ex Machina,,,FFXVI Crossover,
20002,Idylls of the Empire,,,FFXVI Crossover,
20003,Forevermore - The Grand Duchy of Rosaria,,,FFXVI Crossover,
20004,Before the Storm - Caer Norvent,,,FFXVI Crossover,
20005,The State of the Realm,,,FFXVI Crossover,
20006,Who I Really Am,,,FFXVI Crossover,
20007,Away (Refrain),,,FFXVI Crossover,
20008,To Sail Forbidden Seas,,,,
20009,Find the Flame,,,,
20010,Land of Eikons,,,,
20011,Find the Flame,,,,
20012,Everybody Falls (Fall Guys Theme),,,,
20013,Sir Falls-A-Lot (William Fell),,,,
20014,Fall 'N' Roll,,,,
20015,Clumsy Shuffle,,,,
20016,Fall for the Queen Bean,,,,
20017,Final Fall,,,,
20018,???,,,,
20019,???,,,,
20020,Didn't Fall! (You Win),,,,
20021,Everybody Falls (Fall Guys Theme),,,,
20022,0,0,0,0,
20023,Dawntrail,0,0,0,
20024,Dawntrail,0,0,Instrumental,
20025,Smile,0,0,0,
20026,???,0,0,0,
20027,???,0,0,0,
20028,???,0,0,0,
20029,???,0,0,0,
20030,???,0,0,0,
20031,???,0,0,0,
20032,???,0,0,0,
20033,???,0,0,0,
20034,???,0,0,0,
20035,???,0,0,0,
20036,???,0,0,0,
20037,???,0,0,0,
20038,???,0,0,0,
20039,???,0,0,0,
20040,???,0,0,0,
20041,Swords of Fury (FFIX),0,0,Living Memory cutscenes,
20042,???,0,0,0,
20043,Something to Protect (FFIX),0,0,Living Memory cutscenes,
20044,???,0,0,0,
20045,金煌なる民 ～トライヨラ：昼～,0,0,Tuliyollal Day,
20046,???,0,0,Tuliyollal Night,
20047,星なき摩天楼 ～ソリューション・ナイン～,0,0,Solution Nine Day and Night,
20048,山峡の涼風 ～オルコ・パチャ：昼～,0,0,Urqopacha Day,
20049,???,0,0,Urqopacha Night,
20050,極彩色の羽根 ～コザマル・カ：昼～,0,0,Kozama'uka Day,
20051,???,0,0,Kozama'uka Night,
20052,空と森の境界 ～ヤクテル樹海：昼～,0,0,Yak T'el Day,
20053,???,0,0,Yak T'el Night,
20054,硝煙に青炎 ～シャーローニ荒野：昼～,0,0,Shaaloani Day,
20055,???,0,0,Shaaloani Night,
20056,迸る雷光 ～ヘリテージファウンド：昼～,0,0,Heritage Found Day,
20057,???,0,0,Heritage Found Night,
20058,遠き日の思い出,0,0,Living Memory (during MSQ),
20059,遠き日の思い出,0,0,"Living Memory (post-MSQ, faded/distant version)",
20060,???,0,0,Earthen Sky Hideout,
20061,???,0,0,The Backroom,
20062,愉快な暮らし,0,0,Kozama'uka & Urqopacha sanctuaries,
20063,積み重ねる日々,0,0,Yok Tural sanctuaries,
20064,荒野に生きる人々,0,0,Xak Tural sanctuaries (excl Heritage Found 1st aetheryte),
20065,心躍る駆け引き,0,0,Urqopacha battle,
20066,心躍る駆け引き,0,0,Kozama'uka battle,
20067,心躍る駆け引き,0,0,Yak T'el battle,
20068,心躍る駆け引き,0,0,Shaaloani battle,
20069,心躍る駆け引き,0,0,Heritage Found battle,
20070,???,0,0,0,
20071,???,0,0,0,
20072,The Skyruin,0,0,Worqor Lar Dor / Worqor Lar Dor Extreme (Valigarmanda),
20073,レゾンデートル,0,0,Everkeep / Everkeep Extreme (Zoraal Ja),
20074,???,0,0,The Interphos (Queen Eternal) phase 1,
20075,???,0,0,The Interphos (Queen Eternal) phase 2,
20076,プヌティーの川上り,0,0,Ihuykatumu,
20077,雲衝く高峰,0,0,Worqor Zormor,
20078,樹海に沈む夢,0,0,The Skydeep Cenote,
20079,火花と閃光,0,0,Vanguard,
20080,生命の解体,0,0,Origenics,
20081,終わりなき軌跡,0,0,Alexandria,
20082,赤き大地の恵み,0,0,Tender Valley,
20083,月なきみそらの道化師たち ～黄金～,0,0,The Strayborough Deadwalk,
20084,路を遮るもの,0,0,Dawntrail dungeon bosses,
20085,路を拓くもの,0,0,Dawntrail final dungeon boss,
20086,???,0,0,0,
20087,???,0,0,End Credits,
20088,???,0,0,0,
20089,It's Showtime! ～至天の座アルカディア：ライトヘビー級～,0,0,0,
20090,Bee My Honey ～至天の座アルカディア：ライトヘビー級～,0,0,0,
20091,Burning Souls ～至天の座アルカディア：ライトヘビー級～,0,0,0,
20092,Give it All ～至天の座アルカディア：ライトヘビー級～,0,0,0,
20093,A Risky Bet ～至天の座アルカディア：ライトヘビー級～,0,0,0,
20094,???,0,0,0,
20095,The Skyruin,0,0,Wings of Ruin mount / Worqor Lar Dor Extreme (Valigarmanda) mount,
20096,レゾンデートル,0,0,Wings of Resolve mount / Everkeep Extreme (Zoraal Ja) mount,
20097,Battle 1 from FINAL FANTASY IX,0,0,Ark Mount,
20098,Give it All ～至天の座アルカディア：ライトヘビー級～,0,0,0,
20099,0,0,0,0,
20100,???,0,0,0,
20101,???,0,0,"Mascot March, Mascot Mayhem, and Mascot Murder FATEs / Mica the Magical Mu",
20102,???,0,0,0,
20103,???,0,0,0,
20104,0,0,0,0,
20105,0,0,0,0,
20106,0,0,0,0,
20107,0,0,0,0,
20108,0,0,0,0,
20109,0,0,0,0,
20110,0,0,0,0,
20111,0,0,0,0,
20112,0,0,0,0,
20113,0,0,0,0,
20114,0,0,0,0,
20115,0,0,0,0,
20116,0,0,0,0,
20117,0,0,0,0,
20118,0,0,0,0,
20119,0,0,0,0,
20120,0,0,0,0,
20121,0,0,0,0,
20122,0,0,0,0,
20123,0,0,0,0,
20124,0,0,0,0,
20125,0,0,0,0,
20126,0,0,0,0,
20127,0,0,0,0,
20128,0,0,0,0,
20129,0,0,0,0,
20130,0,0,0,0,
20131,0,0,0,0,
20132,0,0,0,0,
20133,0,0,0,0,
20134,0,0,0,0,
20135,0,0,0,0,
20136,0,0,0,0,
20137,0,0,0,0,
20138,0,0,0,0,
20139,0,0,0,0,
20140,0,0,0,0,
